0	房屋比较干净,前台态度好.比较适合入住,就是周围饭店太少了,要到市中心才有.
1	打车到酒店后发现，门面特别小而且差，很不起眼。到前台办手续又发现态度特别差，还摆着服务标兵的牌子，我是一点也没感觉到。房间也很一般。第二天中午时，我因为是下午四点半的飞机，因此商量能否将退房时间稍微延迟二十分钟左右，答复是一分都不行，超过一分钟就算半天，口气还很不友好！
1	一行四人，一早转机，就住在这家了，本以为很方便，但事与愿违，晚上睡觉有点吵，设施也比较成旧一些，服务有点欠缺！
0	第一次在网上定酒店，价格是428元，感觉房间比较差，以前来乌市每次都是以朋友公司的名义订房，价格很优惠，这次是自己定的，现在是淡季，我定的428元的房间朋友定只需要320元就够了......
0	房间设施不错，用具配备齐全，超四星！康师傅的红烧牛肉面才6元，就懒得出去买，当夜宵享用了。地理位置稍偏，适合自驾游；横店不大，开到景区也就5、6分钟。补充点评 2007年7月2日 ： 自助早餐不错，还有烤土司，很香！
0	商务间新装修很干净,就是房间很小,从床到书桌只有窄小的空隙, 如果房间都能像实景图那样大小就更好了。
0	总台的服务生挺热情的，感觉很亲切。这家酒店最大的特点是房间宽敞，床很软，睡得舒服，免费宽带上网对我很实用。离机场的距离不远，到我办事的公司也近，下次还会选择入住。
0	还可以吧，价格实惠宾馆反馈 2008年4月17日 ： 谢谢！欢迎再次入住其士大酒店。
1	酒店不开夜床，我大约晚上11到酒店，发现房间和出门时一样的乱，没人来打扫，浴袍是坏的（有两处破损的地方）也没人检查，早上用餐时被告之只含单早，后来把大堂经理叫来才弄明白，要登记的时候出示两张身份证才能含双早，（但问题是我在办理入住时是给了两张身份证，但大堂的登记那位说只要一张身份证就可），堂堂的世界一流酒店管理集团希尔顿酒店会发生这样的气愤事件可让人无奈。。。。。。。。。
0	每次去杭州入住，有个很重要的原因就是因为四楼餐厅的菜比较好吃，很喜欢。不过，这次有些不快，入住当晚在餐厅用餐以后，询问服务员，得知第二天早饭结束时间为上午10：00，第二天睡懒觉到9：40多，赶紧起床到餐厅大约是9：55，询问服务台工作人员，得知早饭还没结束，于是付了18元（住店客人只需18）进去吃，结果发现服务员已经把盘子收的差不多了，剩点稀饭和几个茶叶蛋，还有一些橙汁，询问服务员，说结束了，并且她还在嘴里嘀咕怪服务台的人让我进去了，我当时很恼火，但忍住了没说。我觉得服务台的人员没错，因为确实还没到10：00（还差几分钟），既然没到，那就不该收盘子，不是吗？况且竟然已经收得差不多了。我可以理解服务员可能比较忙，因为中午接着又要开饭了，不过，我觉得这些差错不应该让客人来承担！而且发生了这不愉快的事也不来说声对不起，如果打个招呼我也算了，可是没有！当然，我也没说什么，忍了。但是我要在这里给你们餐厅管理人员一个建议：早饭到9：30 结束，不再接待客人，10：00收盘子，在10：00之前要保证早餐正常供应。这不难做到的。不是吗？宾馆工作人员的服务态度还是一如既往不错的，只是汽车被刮了，也不知道是不是在宾馆地下停车场被刮，在保安热情的陪同下去看了停车场录像没找到原因，有点郁闷。当然，下次还会继续入住。宾馆反馈 2008年6月18日 ： 感谢您对我酒店的支持和爱护,对您本次在我酒店用餐时发生的不愉快,我们深表歉意.关于您的宝贵意见我们已要求餐厅及时整改,日常加强员工的服务意识培训,我们衷心期待您的再次光临.
1	介绍说酒店是座落于北四环的北苑路，结果晕我。该酒店位置偏僻，再走几步就是五环了，怎么会是四环？？第二天一早等半天也没有出租车来，只有走到大马路边去等，还是没有。冷得要命，最后没有办法，有一黑出租问我走不走，只有坐上车走了。房间还是不错得。
1	第二次去住，带着狗狗，保安说不能进去，我告知迟一点会交给朋友带走。保安无进一步意见，前台也未作任何提示，顺利入住。从进房间开始，就不断受到关照。1.一分钟后敲门告知要记得带狗狗出去；2.五分钟后打电话告知要带狗狗出去；3.十分钟后打电话告知要亲眼见到狗狗出去；4.十五分钟后告知如果没见到狗狗出去，他们要进房间检查；5.二十分钟后，再来电话，俺提出退房；6.三十分钟后电话告知退房要收人民币壹佰块！7.四十分钟后，朋友带狗狗出去。ps：期间狗狗没有发出任何声音，就好像是一条哑巴狗。不会再选择这家酒店了。
1	我在晚上6点30左右入住的,当时是一位男服务员为我登记,我问他可不可以作信用卡预授权，他说不可以但建议我可以用现金作为押金到退房时可以用信用卡消费．房间很大但很旧，电视机只能收到４个台的节目，在第三天我退房时要求用信用卡消费，当时一位女服务员说我之前是用现金作为押金是不可以再用信用卡消费的，还反问我说如果我要消费的话在入住时为什么不做预授权，当时我就把之前那位男服务员说的话跟他说一次后又反口说是因为现在机器坏了不能用，我跟她说我在３０分钟之前见到有一位客人才用信用卡消费过，为什么会这么快就坏了，她见我态度那么强硬就帮我用卡消费了，事实上证明了刷卡机并没有坏，当时因为我们赶着到机场坐飞机就没有再跟她理论了，但一直觉得心中有气．
0	我是2.13入住的,感觉服务还是可以的,特别是行李员,比较热情.但是周边的环境不是很好,我们那次入住的山海房每天窗户外竟然都是隔壁停车场的人群,比较嘈杂.海滩因为接近公共停车场,非酒店游客非常多,影响心情.
0	3星的硬件,4星的外观,5星的服务房间设施比较陈旧,但服务非常的好,头一次碰到3星的酒店里任何一个服务人员见到你都会微笑问好的,如果设施再好些是个不错的酒店
1	地毯有异味
1	太吵了，一点都不安静
1	这家酒店非常差,大家不要给它的外表所欺骗,房间非常旧,而且房间烟味很重,我觉得连招待所也要比它好
1	早上睡个懒觉，然后清洁工直接进来！以为我房间没人
1	我本人办的有锦江之星的会员卡，相对来说锦江住的比较多，石家庄的锦江我只住过平安大街店，感觉非常不错，这次是因为平安大街的锦江之星没有商务房了，所以才选择了从未住过的如家。如家，外人的评价一直挺不错的，我就亲身去感受了一下，感觉非常失望。这是我第一次入住如家，不知道是不是这家酒店的使用率太高了，设施都比较陈旧。浴巾的边沿部分都磨烂了，被子也感觉洗了很多次旧旧的。周六外出游玩回来的时候竟然发现浴室的梳子没有更换、香皂没有更换，黄色牙刷的刷头与握柄中间竟然有黑黑的东西，看起来好脏。一般酒店的隔音都不会很好，可是我没想到如家国大店的隔音竟然差到门口塑料袋的摩擦声都可以听得到。而且浴室特别小，唯一比较满意的地方大概就是工作人员的服务了，还不错，总之，我不会再去第二次如家了，太差了，让我很失望，对不起这个价格。补充点评 2008年7月28日 ： 以上评价只代表我和我老公的意见，只把我们入住时遇到的情况写了出来，可能我们遇到的只是个案，不过让我感到失望是真的。另外再补充一点，如家的前台工作人员，穿的花衬衫确实有热带风情，只是感觉很花哨，不喜欢。
0	拖鞋不错哦，很舒服，颜色也不错，大床很舒服，软硬适中，房间温度也好，在大东区地点稍偏，不过不远处有大小什街，都是吃的，特别一家狗肉馆，不错不错！在五星里面，价格算较低的了，下次还想住那里
1	酒店位置还是可以的，有免费穿梭巴士接送，酒店的整体外观不错，但内部的设施和卫生的确一般，如果转机还算方便，但带孩子不建议入住
0	因为在萧山开年会,所以预定了这家酒店,虽然叫宾馆,但是感觉真的是不错,很漂亮,虽然叫4星,其实感觉已经够5星标准了.只是觉得杭州的出租车很难叫,4点30就
1	超级差，不值。
0	性价比挺高的一家酒店。我在网上订的是普通标房，到那边他们给我的房间好象是豪华标房。挺好的，有一个阳台，正对春晖公园，湖光滟连。房间也挺宽敞的。早饭一般，品种不多，但是也能吃饱了。总体觉得不错，以后还会住。
0	440的江景商务标间面积很大，顶棚的灯很亮，看松花江一览无余。报业大厦也终于开通了免费宽带服务，只不过下层朋友说的免费套套已经不提供了。
1	388元的房间,也就值248元. 上网居然收费且人工配制IP. 打死也不再住.
1	地毯一股脚臭味污渍很多……手机充个电还得弯着腰爬到桌子底下找插座，wifi等于没有，黑夜飞机起飞声音挺大的。
1	7月4日入住该酒店，房间陈旧，一次性纸拖鞋是烂了个洞，卫生间的镜前灯竟然被挖掉了，线裸露在外面，看起来很糟糕，淋浴的莲蓬一碰就掉了，只能用一只手拿着洗，地板漏水...第二天一早吃早餐，等了很久，酒店的早餐豆浆没有了，因为早餐竟然是外卖的，这是我第一次听说。原本跟前台讲好的，推迟到一点退房，结果等服务员来查房，然后到前台办手续只晚了十分钟，竟然要加收半天的房费，而且前台的说法是服务员问了说没有人要退房，是房客的问题，差点晕倒，最后解决的方法是加收了三分之一的房费，不知道这间酒店是不是在房费的结算上有很高的随意性，因为当时急着外出办事，没有继续理论。总之，强烈呼吁大家不要入住这间所谓的国际酒店，真的很糟糕！
1	很差，房间很小，网上找的代理很不正规，凭什么我付的钱要住最小的，以后绝对不会去了！
1	没想到房间那幺小 去房间还拐来拐去的 前台服务人员态度不好 开始是想去胜利对面的店 定错了 不过两个店差别挺大的 还是胜利对面的比较好
1	地点在十字路口边上，十分嘈杂，巴士车呼啦啦直到夜里11点。房间很小，洗漱用品不全：沐浴液、洗发液和洗手液是三合一的，很不好用。服务态度不好。电话查询时总是让你听音乐等待很长时间，然后无故将你电话挂断。多算了我一份早餐。
0	房间虽小五脏具全，我们住的是海景房，需要另加400块，不住海景房在那儿住就没意义了。早上在中餐厅的早茶比较惬意可口。周边逛街比较方便。
1	订的是288的标房，房间相当小，设施简单，卫生间连转身都感觉相当困难，前台的服务态度也很差，退房时足足等了十多分钟，不推荐大家入住。
0	离西湖景区比较近，走路几分钟就到，附近吃饭、逛街都方便。房间装修比较新，接待会议的客人比较多。比较不好的是门口老有搭客的司机兜生意。总之，性价比不错。宾馆反馈 2008年7月17日 ： 尊敬的宾客，非常感谢您对我们饭店的点评。对于您提出的问题，我们已让饭店安全部严加查管，尽量避免司机在饭店门口拉生意的现象。给您造成的不便，我们在此深表歉意，希望您再次光临！
0	除了离机场近,我实在想不到什么其他理由非得选择他.
1	非常差的服务. 房间和床比较细小, 双人房原本还分单床双床, 预订时一定要另外补充说明是双床, 否则变为单床, 本人因此
1	设备旧不够干净脏乱老旧
0	这家酒店很精致，服务尤其好，早餐虽然品种少，但很是可口，房间虽然比较小，但设施齐全，卫生很好，住着很舒服！距离火车站很近，旁边超市好几个，门口还有小吃，很不错！5分！对比这家酒店，我在杭州入住的“杭州宝衣商务酒店”就差的没边了，我给杭州宝衣商务酒店打1分，如果有－100的话，我会毫不犹豫打－100！！
0	酒店的环境还挺好的，服务还可以。有机会还住那……
0	广交会期间没有免费饮料吧了，没有免费长途电话了，可还是想来住~~不过，广交会结束了以后还是没有恢复之前635送100元代金券，饮料吧免费，及免费长途电话的服务，有点想不通。有段日子没去了。
1	去年圣诞节前去香港由于航班原因临时在汉普顿加了一晚上，体会如下：1.在寸土寸金的香港这个价格还算过得去。2.除了大堂，房间设施实在是和我“想象”中的“酒店”有较大距离。3.所有摆设，包括杯子、床单、椅子都是宜家的，但问题是实在太旧了。4.我预定的3间房都很小，基本上只能放2个床（床大概1.8m0.9m），一个小电视机柜（电视是18寸左右的，我家上次用这种款式的估计实在20年前），剩余的地方正好给你竖着放两个旅行箱。5.最经典的莫过于我婆婆进她的单人房时，以为是进了一个“壁橱”，她的床是两头顶的（床头在窗口，床尾在门口）。其实我们也是有心理准备的，关键是在check in时前台态度很好、很客气的说：我们已经尽量为你们准备了最大的房间～～～6.卫生间很小，小到正好放一个马桶、一个水斗、一根冲淋管，PS：没有镜子。7.没有窗帘，只有关不拢的铝合金百叶窗。总结来讲，我很佩服他们，能真正做到“麻雀虽小，五脏俱全”……至少还不至于让我无法入睡。
0	不错呀,房间够大,因为带了孩子,定的是TWIN BED房,说了不要3,5楼,去的时候其他楼层的没房间了,前台主动安排大床房,免费加了一张床,态度满好的.
0	因为要去芭洲会展中心，就定了这个酒店，感觉设施比较新，服务挺周到。唯一遗憾的是早餐的时候，有个烤面包机，面包在机器传动带上移动着烤，最后会掉在桌面上，虽然酒店放置了一张纸垫在下面，但总觉得不是太妥当，改进一下会更好。
